Scientific,PC1,PC2,PC3,deg.degree_z,bet.betweenness_z,clos.closeness_z,katzz.Katz_z,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,Nwebs,ED,DR,database,lat,lon
Tachyphonus cristatus,2.582609624,1.069355934,0.10531175,-0.906727077,-0.644719353,-2.317950611,-1.276493683,Thraupidae,15.9,11.1,5.6,6.9,18.2,76.2,14.2,19.2,70.4,18.8,Forest,Omnivore,Omnivore,Insessorial,NA,8.6,2.09226178,-1.820582512,NA,609,7.40E+12,-60.81485599,-3.318859984,Neotropical,7,6.373481141,0.166082942,n10_Athie_RC,-22.480979,-47.592293
Tangara cayana,-3.228296262,0.52095909,-0.075066216,2.213028797,2.595974733,1.424842692,1.941972428,Thraupidae,13,7.9,5,6,16.8,71.6,13,17.5,52,18,Forest,Herbivore,Frugivore,Insessorial,NA,8.3,1.146837051,-1.409963368,LC,587,7.04E+12,-47.56551034,-14.46577332,Neotropical,29,1.978854714,0.541620706,n10_Athie_RC,-22.480979,-47.592293
Thlypopsis sordida,-1.375695436,-0.490249713,0.123663769,0.430311155,0.631449458,1.125419228,0.834529396,Thraupidae,12.9,8.6,3.5,4.6,18.4,65.3,10.4,15.8,54,17,Forest,Omnivore,Omnivore,Insessorial,NA,NA,1.097868674,-1.345271954,LC,701,8.35E+12,-54.57748074,-13.49920841,Neotropical,17,2.864109814,0.428578358,n10_Athie_RC,-22.480979,-47.592293
Thraupis palmarum,2.47425603,0.958496628,0.098324118,-0.906727077,-0.644719353,-2.168238879,-1.235683006,Thraupidae,15,9.4,5.9,6.5,20.7,92.5,20.4,21.9,70.4,39,Forest,Omnivore,Omnivore,Insessorial,NA,9.3,2.201483631,-1.60704382,LC,1136,1.37E+13,-58.48291194,-7.036679257,Neotropical,37,2.655026185,0.402724932,n10_Athie_RC,-22.480979,-47.592293
Thraupis sayaca,-3.625914201,0.826083924,-0.136330533,2.658708208,2.595974733,1.424842692,2.179299985,Thraupidae,15.5,9.2,6.5,7.2,19.6,90.3,21.1,23.5,66,32.5,Forest,Herbivore,Omnivore,Insessorial,NA,9.3,0.727741794,-1.038092732,LC,655,7.58E+12,-52.46411609,-19.08960575,Neotropical,49,2.978861528,0.353410243,n10_Athie_RC,-22.480979,-47.592293
Tolmomyias sulphurescens,1.017747465,0.148285094,-0.065535892,-0.461047666,-0.644719353,-0.671121558,-0.631762795,Tyrannidae,13.4,7.4,5.4,4,18.6,63,10,15.7,55.5,14.3,Forest,Carnivore,Invertivore,Insessorial,9.7,NA,2.217507783,-1.565240917,LC,1247,1.50E+13,-60.86299578,-6.608048039,Neotropical,5,6.489079228,0.194233037,n10_Athie_RC,-22.480979,-47.592293
Turdus amaurochalinus,-1.077929585,-0.431216316,-0.120814229,0.430311155,0.453384113,0.975707496,0.474660903,Turdidae,24.2,13,5,6.2,32.1,116.1,27.3,23.4,95.7,57.9,Forest,Omnivore,Invertivore,Insessorial,NA,10.8,1.237331591,-1.051119726,LC,803,9.29E+12,-54.02016637,-18.89478552,Neotropical,35,3.734143834,0.277619447,n10_Athie_RC,-22.480979,-47.592293
Turdus leucomelas,-1.127128413,-0.277248409,0.095341594,0.430311155,0.213646926,0.825995763,0.699241351,Turdidae,22.2,13.4,5.1,6,32.4,111.6,24.8,22.4,92.1,69.1,Forest,Herbivore,Frugivore,Insessorial,NA,NA,1.274447242,-1.420069445,LC,734,8.78E+12,-53.20286272,-8.841812945,Neotropical,35,5.393453122,0.194505901,n10_Athie_RC,-22.480979,-47.592293
Turdus rufiventris,1.570232404,-0.058707169,-0.059035611,-0.906727077,-0.644719353,-0.82083329,-0.98825111,Turdidae,25.2,14.6,5.3,6.7,33.4,115.5,20.1,17.4,101.5,69.4,Forest,Omnivore,Invertivore,Generalist,NA,12,0.536568021,-0.951229519,LC,516,5.92E+12,-51.13867539,-20.62934148,Neotropical,42,4.54422675,0.229919834,n10_Athie_RC,-22.480979,-47.592293
Tyrannus melancholicus,0.456258478,-0.260109079,0.076546729,-0.461047666,-0.496918078,-0.072274629,-0.25278323,Tyrannidae,23.5,17.4,9.7,7.4,18.7,108.8,25.5,23.7,91.9,37.4,Human Modified,Carnivore,Invertivore,Insessorial,14.1,NA,3.007612386,-1.311171364,LC,1638,1.92E+13,-63.63952231,-8.804772123,Neotropical,35,2.314740215,0.478147108,n10_Athie_RC,-22.480979,-47.592293
Vireo olivaceus,0.343380105,-0.36973034,0.07556624,-0.461047666,-0.534073677,0.077437103,-0.204350734,Vireonidae,14,9.2,4.4,4.3,18.3,68,14.1,20.9,52.1,16.1,Forest,Omnivore,Invertivore,Insessorial,10.9,NA,6.899358838,-0.55626466,LC,2754,2.86E+13,-81.39042982,25.02264854,Nearctic,40,4.037235949,0.300660905,n10_Athie_RC,-22.480979,-47.592293
Elaenia flavogaster,-0.610734297,0.342686265,0.144525078,-0.075439094,-0.290731167,-0.572969959,-0.421108211,Tyrannidae,12.7,7.2,5,4,21.4,77.4,12.7,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial,12.5,10.3,1.703306126,-1.475584155,LC,1059,1.27E+13,-60.58657807,-6.171795436,Neotropical,31,7.569548113,0.138750993,n11_fe15_quanti,-22.825234,-47.427761
Icterus cayanensis,-1.291147912,0.242677633,-0.05136167,-0.641232299,-0.370021485,-0.907822532,-0.702333805,Icteridae,23.2,14.4,4.3,5.8,23.2,98.6,15.3,15.6,97.4,35.4,Forest,Carnivore,Invertivore,Insessorial,20.7,NA,1.765443908,-1.899044807,LC,600,7.33E+12,-62.85669991,-3.304486724,Neotropical,12,2.714454971,0.396474909,n11_fe15_quanti,-22.825234,-47.427761
Megarynchus pitangua,-0.590844624,-0.520447275,-0.010025738,-0.641232299,-0.370021485,0.096735188,-0.446684108,Tyrannidae,33.7,24.7,13.9,10.4,19.2,113.5,26.6,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial,16.4,NA,1.761544433,-1.551677778,LC,1276,1.53E+13,-61.49666708,-5.4488031,Neotropical,26,7.936976722,0.132998078,n11_fe15_quanti,-22.825234,-47.427761
Mimus saturninus,-0.665950576,-0.326807062,-0.121318325,-0.641232299,-0.370021485,-0.126499861,-0.371254745,Mimidae,25.1,13.5,5.3,6.4,34.2,114.7,22.4,19.5,123.2,63.7,Shrubland,Omnivore,Omnivore,Terrestrial,24.4,NA,1.015574121,-0.961284196,LC,723,8.25E+12,-53.2920073,-21.63682193,Neotropical,13,4.15491003,0.247589222,n11_fe15_quanti,-22.825234,-47.427761
Myiarchus ferox,-0.590844624,-0.520447275,-0.010025738,-0.641232299,-0.370021485,0.096735188,-0.446684108,Tyrannidae,21.7,14.4,7.7,5.8,21.8,85.8,12.2,14.2,86.9,27.5,Forest,Omnivore,Invertivore,Insessorial,11.6,10.3,1.964708341,-1.561983123,LC,1071,1.29E+13,-57.07586343,-8.811168682,Neotropical,13,3.61782559,0.336639791,n11_fe15_quanti,-22.825234,-47.427761
Myiodynastes maculatus,0.440158444,-0.639809991,0.051070689,-0.075439094,0.026430106,0.766440334,0.112172423,Tyrannidae,25.6,18.4,10.5,8.4,19.5,107.9,21.8,20.3,79,43.2,Forest,Carnivore,Invertivore,Insessorial,14.3,NA,2.64337431,-1.447844913,LC,1407,1.67E+13,-60.40532935,-9.459310712,Neotropical,34,5.006093423,0.226547095,n11_fe15_quanti,-22.825234,-47.427761
Pitangus sulphuratus,0.411536722,0.220714584,0.216694967,0.490354111,-0.370021485,0.096735188,0.12340688,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,n11_fe15_quanti,-22.825234,-47.427761
Pyrrhocoma ruficeps,-2.317062143,1.340677176,-0.092852249,-0.641232299,-0.370021485,-2.35885035,-1.095198599,Thraupidae,15.1,8.9,4.7,5.6,21.3,63.4,8.9,13.9,60,15.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.508836933,-1.016096235,NA,83,9.24E+11,-50.36056974,-25.54706518,Neotropical,3,3.854674667,0.287359297,n11_fe15_quanti,-22.825234,-47.427761
Tachyphonus coronatus,-0.665950576,-0.326807062,-0.121318325,-0.641232299,-0.370021485,-0.126499861,-0.371254745,Thraupidae,18.5,12.1,6.3,7.4,21.5,83.9,14.5,17.3,76.8,29.3,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.14720439,-1.067621808,LC,151,1.71E+12,-50.17435153,-23.23710584,Neotropical,24,5.18838644,0.202874472,n11_fe15_quanti,-22.825234,-47.427761
Tangara cayana,-0.281264692,0.008964522,0.139786403,-0.075439094,-0.370021485,-0.126499861,-0.277555681,Thraupidae,13,7.9,5,6,16.8,71.6,13,17.5,52,18,Forest,Herbivore,Frugivore,Insessorial,NA,8.3,1.146837051,-1.409963368,LC,587,7.04E+12,-47.56551034,-14.46577332,Neotropical,29,1.978854714,0.541620706,n11_fe15_quanti,-22.825234,-47.427761
Thraupis sayaca,1.862576886,0.987886695,-0.022277776,1.621940522,-0.17179569,0.208352712,1.330979777,Thraupidae,15.5,9.2,6.5,7.2,19.6,90.3,21.1,23.5,66,32.5,Forest,Herbivore,Omnivore,Insessorial,NA,9.3,0.727741794,-1.038092732,LC,655,7.58E+12,-52.46411609,-19.08960575,Neotropical,49,2.978861528,0.353410243,n11_fe15_quanti,-22.825234,-47.427761
Turdus amaurochalinus,-0.590844624,-0.520447275,-0.010025738,-0.641232299,-0.370021485,0.096735188,-0.446684108,Turdidae,24.2,13,5,6.2,32.1,116.1,27.3,23.4,95.7,57.9,Forest,Omnivore,Invertivore,Insessorial,NA,10.8,1.237331591,-1.051119726,LC,803,9.29E+12,-54.02016637,-18.89478552,Neotropical,35,3.734143834,0.277619447,n11_fe15_quanti,-22.825234,-47.427761
Turdus leucomelas,4.801208602,0.038717995,-0.082350331,2.753526933,3.47555895,2.552320725,2.993932706,Turdidae,22.2,13.4,5.1,6,32.4,111.6,24.8,22.4,92.1,69.1,Forest,Herbivore,Frugivore,Insessorial,NA,NA,1.274447242,-1.420069445,LC,734,8.78E+12,-53.20286272,-8.841812945,Neotropical,35,5.393453122,0.194505901,n11_fe15_quanti,-22.825234,-47.427761
Tyrannus melancholicus,-0.590844624,-0.520447275,-0.010025738,-0.641232299,-0.370021485,0.096735188,-0.446684108,Tyrannidae,23.5,17.4,9.7,7.4,18.7,108.8,25.5,23.7,91.9,37.4,Human Modified,Carnivore,Invertivore,Insessorial,14.1,NA,3.007612386,-1.311171364,LC,1638,1.92E+13,-63.63952231,-8.804772123,Neotropical,35,2.314740215,0.478147108,n11_fe15_quanti,-22.825234,-47.427761
Zonotrichia capensis,0.680008038,0.192888346,-0.020495511,0.490354111,0.660752652,0.208352712,0.464950432,Passerellidae,13.6,8.7,5.3,6.5,23.8,63.9,11.4,16.8,59.4,20.3,Shrubland,Herbivore,Omnivore,Generalist,12,NA,2.873815928,-0.911811075,LC,1363,1.53E+13,-59.7226153,-22.11397171,Neotropical,29,6.591097528,0.160869946,n11_fe15_quanti,-22.825234,-47.427761
Antilophia galeata,-1.495997435,-0.144188147,0.181571281,0.839474444,0.086097668,0.661626934,1.072053699,Pipridae,13.7,6.8,4,4.4,18,77.2,9.5,12.3,60.8,21.5,Forest,Omnivore,Frugivore,Insessorial,NA,10.8,0.24010992,-1.184934669,LC,203,2.39E+12,-50.84377666,-16.58150812,Neotropical,6,5.042498219,0.210941846,n12_fe25_quanti,-22.671644,-47.204638
Basileuterus flaveolus,0.901895411,0.668789912,-0.124339135,-0.822515365,-0.698145086,0.073514104,-0.77085644,Parulidae,14.6,8.7,4,4.2,20.4,66.3,8.1,12.5,59.7,13.2,Woodland,Carnivore,Invertivore,Generalist,NA,NA,0.25271266,-1.183632928,LC,405,4.83E+12,-49.45015267,-14.3082661,Neotropical,2,4.606268312,0.228906722,n12_fe25_quanti,-22.671644,-47.204638
Coereba flaveola,0.275632724,0.434809308,-0.092793765,-0.347661134,-0.591252059,0.220542311,-0.322701163,Thraupidae,13.2,9.9,3.6,3.9,16.9,54.6,11,19.2,34.1,10,Shrubland,Herbivore,Nectarivore,Insessorial,10.9,NA,2.189833863,-1.559871102,LC,1287,1.54E+13,-59.76684784,-6.698633413,Neotropical,32,9.206193414,0.114201518,n12_fe25_quanti,-22.671644,-47.204638
Colaptes melanochloros,1.753734583,-0.356836575,0.010237781,-0.822515365,-0.698145086,-1.249739765,-0.982161462,Picidae,30.6,22,8.4,7.9,22.9,134.2,17.5,13.3,94.6,127.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.088862384,-0.859013307,LC,705,7.97E+12,-53.91125594,-22.66350973,Neotropical,3,3.525164052,0.297358207,n12_fe25_quanti,-22.671644,-47.204638
Dacnis cayana,0.183898031,0.549705049,-0.111475106,-0.347661134,-0.437975092,0.367570519,-0.304046832,Thraupidae,13.7,8,3.7,4.2,15.5,61.8,15.5,24.7,43.9,13,Forest,Herbivore,Frugivore,Insessorial,10.7,NA,2.19903769,-1.609224549,LC,1142,1.38E+13,-58.64284806,-6.949375726,Neotropical,35,4.441278827,0.29182214,n12_fe25_quanti,-22.671644,-47.204638
Empidonomus varius,1.551948083,-0.132936299,-0.003689694,-0.822515365,-0.698145086,-0.95568335,-0.914530664,Tyrannidae,17.5,10.5,6.3,5.5,15.3,96.8,23.5,24.2,80.6,27.1,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,2.260097169,-1.468415046,LC,1192,1.42E+13,-57.0640768,-11.10286541,Neotropical,16,5.476035216,0.189635349,n12_fe25_quanti,-22.671644,-47.204638
Euphonia chlorotica,-0.021453812,0.53957899,-0.301621321,-0.110234018,0.288165787,0.514598727,-0.324988901,Fringillidae,9.2,5.9,4.1,4,12.9,56.7,13.7,24.2,32.9,11,Forest,Herbivore,Frugivore,Insessorial,NA,6.3,1.716173853,-1.358654593,LC,926,1.10E+13,-54.00661725,-15.10680309,Neotropical,22,5.352213958,0.221880478,n12_fe25_quanti,-22.671644,-47.204638
Icterus cayanensis,-0.25307574,0.320684297,0.130767642,-0.110234018,-0.468028152,0.367570519,0.191641069,Icteridae,23.2,14.4,4.3,5.8,23.2,98.6,15.3,15.6,97.4,35.4,Forest,Carnivore,Invertivore,Insessorial,20.7,NA,1.765443908,-1.899044807,LC,600,7.33E+12,-62.85669991,-3.304486724,Neotropical,12,2.714454971,0.396474909,n12_fe25_quanti,-22.671644,-47.204638
Megarynchus pitangua,1.223686883,-0.32699258,0.099464456,-0.585088249,-0.698145086,-0.95568335,-0.598805469,Tyrannidae,33.7,24.7,13.9,10.4,19.2,113.5,26.6,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial,16.4,NA,1.761544433,-1.551677778,LC,1276,1.53E+13,-61.49666708,-5.4488031,Neotropical,26,7.936976722,0.132998078,n12_fe25_quanti,-22.671644,-47.204638
Mimus saturninus,2.046263818,-0.69595163,0.044115725,-0.822515365,-0.698145086,-1.690824388,-1.066804503,Mimidae,25.1,13.5,5.3,6.4,34.2,114.7,22.4,19.5,123.2,63.7,Shrubland,Omnivore,Omnivore,Terrestrial,24.4,NA,1.015574121,-0.961284196,LC,723,8.25E+12,-53.2920073,-21.63682193,Neotropical,13,4.15491003,0.247589222,n12_fe25_quanti,-22.671644,-47.204638
Myiarchus ferox,1.201591618,-0.189699191,-0.008314681,-0.585088249,-0.551167173,-0.808655142,-0.695432194,Tyrannidae,21.7,14.4,7.7,5.8,21.8,85.8,12.2,14.2,86.9,27.5,Forest,Omnivore,Invertivore,Insessorial,11.6,10.3,1.964708341,-1.561983123,LC,1071,1.29E+13,-57.07586343,-8.811168682,Neotropical,13,3.61782559,0.336639791,n12_fe25_quanti,-22.671644,-47.204638
Myiodynastes maculatus,1.389934788,-0.273523417,-0.113235766,-0.585088249,-0.665483328,-0.95568335,-0.874012121,Tyrannidae,25.6,18.4,10.5,8.4,19.5,107.9,21.8,20.3,79,43.2,Forest,Carnivore,Invertivore,Insessorial,14.3,NA,2.64337431,-1.447844913,LC,1407,1.67E+13,-60.40532935,-9.459310712,Neotropical,34,5.006093423,0.226547095,n12_fe25_quanti,-22.671644,-47.204638
Myiozetetes similis,-1.429743996,0.254399864,0.141537698,0.602047329,0.703521551,0.95568335,0.92364953,Tyrannidae,17.4,9.7,5.5,4.9,19.6,87,14.5,16.4,69.1,28,Shrubland,Carnivore,Invertivore,Insessorial,9.8,NA,1.992676194,-1.575288762,LC,1055,1.27E+13,-63.60345243,-3.434561621,Neotropical,22,6.726388542,0.160909056,n12_fe25_quanti,-22.671644,-47.204638
Nemosia pileata,0.459552774,0.582442144,-0.011275545,-0.585088249,-0.591252059,0.220542311,-0.399484131,Thraupidae,13.9,9,4.3,5.2,17.2,68.4,13.8,20.2,47.4,16,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.043319988,-1.4649201,LC,843,1.01E+13,-54.45394997,-11.54325112,Neotropical,12,7.73808493,0.139655089,n12_fe25_quanti,-22.671644,-47.204638
Patagioenas picazuro,1.850549435,-0.847377796,-0.022312637,-0.585088249,-0.668749504,-1.690824388,-0.970497206,Columbidae,25.3,14.6,4.8,6.7,30.3,218.2,81.9,37.6,131.8,279,Forest,Herbivore,Omnivore,Generalist,NA,NA,0.831943087,-0.869235205,LC,610,6.89E+12,-53.89180655,-22.87724575,Neotropical,11,4.226862619,0.268437758,n12_fe25_quanti,-22.671644,-47.204638
Pitangus sulphuratus,-1.710961581,-0.157405745,0.003723201,1.07690156,0.451750295,0.808655142,1.06702383,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,n12_fe25_quanti,-22.671644,-47.204638
Ramphocelus carbo,-2.425488363,-0.419774119,0.148195062,1.551755791,0.63738149,0.95568335,1.661291421,Thraupidae,18.3,11.8,7.4,7.9,21.6,78.1,12.4,15.8,79.9,25.9,Human Modified,Omnivore,Omnivore,Insessorial,11.8,9.6,1.86514782,-1.634263073,LC,948,1.15E+13,-58.45708677,-7.118354468,Neotropical,22,1.433081146,0.73810248,n12_fe25_quanti,-22.671644,-47.204638
Tachyphonus coronatus,0.097085609,0.521784171,-0.000405908,-0.347661134,-0.248303595,0.367570519,-0.160337616,Thraupidae,18.5,12.1,6.3,7.4,21.5,83.9,14.5,17.3,76.8,29.3,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.14720439,-1.067621808,LC,151,1.71E+12,-50.17435153,-23.23710584,Neotropical,24,5.18838644,0.202874472,n12_fe25_quanti,-22.671644,-47.204638
Tachyphonus rufus,2.018794838,-0.704786288,0.079259977,-0.822515365,-0.698145086,-1.690824388,-1.021332374,Thraupidae,18.7,13.4,6.1,7.6,22.1,83,13.4,16.2,77.2,34.4,Shrubland,Omnivore,Invertivore,Insessorial,16.8,NA,1.540597667,-1.406055345,LC,607,7.28E+12,-53.17815524,-8.965281048,Neotropical,10,5.18838644,0.202874472,n12_fe25_quanti,-22.671644,-47.204638
Tangara cayana,-1.98579809,0.275879603,0.264037368,0.839474444,2.192897736,1.249739765,1.350056487,Thraupidae,13,7.9,5,6,16.8,71.6,13,17.5,52,18,Forest,Herbivore,Frugivore,Insessorial,NA,8.3,1.146837051,-1.409963368,LC,587,7.04E+12,-47.56551034,-14.46577332,Neotropical,29,1.978854714,0.541620706,n12_fe25_quanti,-22.671644,-47.204638
Thlypopsis sordida,0.197035338,0.409530575,0.007764985,-0.347661134,-0.591252059,0.220542311,-0.192591112,Thraupidae,12.9,8.6,3.5,4.6,18.4,65.3,10.4,15.8,54,17,Forest,Omnivore,Omnivore,Insessorial,NA,NA,1.097868674,-1.345271954,LC,701,8.35E+12,-54.57748074,-13.49920841,Neotropical,17,2.864109814,0.428578358,n12_fe25_quanti,-22.671644,-47.204638
Thraupis palmarum,0.236413857,0.566595351,-0.178664693,-0.347661134,-0.367853054,0.367570519,-0.390981491,Thraupidae,15,9.4,5.9,6.5,20.7,92.5,20.4,21.9,70.4,39,Forest,Omnivore,Omnivore,Insessorial,NA,9.3,2.201483631,-1.60704382,LC,1136,1.37E+13,-58.48291194,-7.036679257,Neotropical,37,2.655026185,0.402724932,n12_fe25_quanti,-22.671644,-47.204638
Thraupis sayaca,-2.827471212,-0.348741512,0.073573523,1.789182907,2.424621247,1.249739765,1.832648959,Thraupidae,15.5,9.2,6.5,7.2,19.6,90.3,21.1,23.5,66,32.5,Forest,Herbivore,Omnivore,Insessorial,NA,9.3,0.727741794,-1.038092732,LC,655,7.58E+12,-52.46411609,-19.08960575,Neotropical,49,2.978861528,0.353410243,n12_fe25_quanti,-22.671644,-47.204638
Turdus amaurochalinus,-0.685877207,0.381804925,0.095575935,0.127193098,-0.052873873,0.661626934,0.414015723,Turdidae,24.2,13,5,6.2,32.1,116.1,27.3,23.4,95.7,57.9,Forest,Omnivore,Invertivore,Insessorial,NA,10.8,1.237331591,-1.051119726,LC,803,9.29E+12,-54.02016637,-18.89478552,Neotropical,35,3.734143834,0.277619447,n12_fe25_quanti,-22.671644,-47.204638
Turdus leucomelas,-4.313097217,-1.301512709,-0.379540301,3.451172716,2.942485092,1.396767972,2.565002903,Turdidae,22.2,13.4,5.1,6,32.4,111.6,24.8,22.4,92.1,69.1,Forest,Herbivore,Frugivore,Insessorial,NA,NA,1.274447242,-1.420069445,LC,734,8.78E+12,-53.20286272,-8.841812945,Neotropical,35,5.393453122,0.194505901,n12_fe25_quanti,-22.671644,-47.204638
Tyrannus savana,-0.449474759,0.546317312,0.109947338,-0.110234018,-0.043308643,0.661626934,0.250353435,Tyrannidae,20.1,11.5,6.5,5.4,17.9,105.6,34.2,32,215,31.9,Grassland,Carnivore,Invertivore,Insessorial,NA,NA,3.605364365,-1.375265992,LC,1336,1.56E+13,-60.0355908,-13.13780036,Neotropical,12,2.969931319,0.379578138,n12_fe25_quanti,-22.671644,-47.204638
Volatinia jacarina,0.063890284,0.655507524,-0.093983452,-0.347661134,0.437593332,0.514598727,-0.23858931,Thraupidae,10.4,7.1,4.3,5.6,16.8,47.8,7.1,14.1,42.8,9.9,Human Modified,Herbivore,Granivore,Terrestrial,11.9,NA,2.476235723,-1.424376684,LC,1480,1.76E+13,-63.04985271,-6.966559011,Neotropical,7,9.703522626,0.118023379,n12_fe25_quanti,-22.671644,-47.204638
Zonotrichia capensis,2.146531338,-0.808103018,0.051880032,-0.822515365,-0.698145086,-1.837852595,-1.099584068,Passerellidae,13.6,8.7,5.3,6.5,23.8,63.9,11.4,16.8,59.4,20.3,Shrubland,Herbivore,Omnivore,Generalist,12,NA,2.873815928,-0.911811075,LC,1363,1.53E+13,-59.7226153,-22.11397171,Neotropical,29,6.591097528,0.160869946,n12_fe25_quanti,-22.671644,-47.204638
Conirostrum speciosum,-0.55458296,0.437086931,0.000302564,-0.556596613,-0.493106425,0.043570607,-0.432329908,Thraupidae,11.5,8.4,2.8,3.6,14.3,55.8,12.5,22.1,40.2,8.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.366775656,-1.389646044,LC,771,9.18E+12,-54.94183348,-13.80707275,Neotropical,10,4.726368029,0.251209675,n13_fe57_quanti,-22.568342,-47.504987
Dacnis cayana,0.335155848,0.677646607,0.06903619,-0.212036805,-0.231458118,0.723272068,0.090654678,Thraupidae,13.7,8,3.7,4.2,15.5,61.8,15.5,24.7,43.9,13,Forest,Herbivore,Frugivore,Insessorial,10.7,NA,2.19903769,-1.609224549,LC,1142,1.38E+13,-58.64284806,-6.949375726,Neotropical,35,4.441278827,0.29182214,n13_fe57_quanti,-22.568342,-47.504987
Elaenia flavogaster,0.179838522,0.739951823,-0.132667201,-0.212036805,0.291838496,0.723272068,-0.171432464,Tyrannidae,12.7,7.2,5,4,21.4,77.4,12.7,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial,12.5,10.3,1.703306126,-1.475584155,LC,1059,1.27E+13,-60.58657807,-6.171795436,Neotropical,31,7.569548113,0.138750993,n13_fe57_quanti,-22.568342,-47.504987
Fluvicola nengeta,-1.213841909,-0.235065243,-0.03418977,-0.556596613,-0.493106425,-0.862698009,-0.689774706,Tyrannidae,17.8,11.5,4.9,3.7,22.1,70.5,11.5,16.4,64,21,Wetland,Carnivore,Invertivore,Terrestrial,NA,NA,0.346996888,-1.117108608,LC,200,2.40E+12,-41.74743752,-12.1281154,Neotropical,2,15.29049027,0.067776083,n13_fe57_quanti,-22.568342,-47.504987
Patagioenas picazuro,-1.213841909,-0.235065243,-0.03418977,-0.556596613,-0.493106425,-0.862698009,-0.689774706,Columbidae,25.3,14.6,4.8,6.7,30.3,218.2,81.9,37.6,131.8,279,Forest,Herbivore,Omnivore,Generalist,NA,NA,0.831943087,-0.869235205,LC,610,6.89E+12,-53.89180655,-22.87724575,Neotropical,11,4.226862619,0.268437758,n13_fe57_quanti,-22.568342,-47.504987
Pitangus sulphuratus,-1.436382563,-0.49702322,-0.01507174,-0.556596613,-0.493106425,-1.20254874,-0.744668278,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,n13_fe57_quanti,-22.568342,-47.504987
Ramphastos toco,-1.436382563,-0.49702322,-0.01507174,-0.556596613,-0.493106425,-1.20254874,-0.744668278,Ramphastidae,181.1,196.5,40.7,55.9,51.8,242.2,54.1,22.4,159.9,618,Grassland,Herbivore,Frugivore,Insessorial,NA,40.3,0.795455656,-1.2529582,LC,456,5.35E+12,-53.76581317,-18.46140734,Neotropical,9,14.38979614,0.072281431,n13_fe57_quanti,-22.568342,-47.504987
Ramphocelus carbo,3.48225879,-0.265998055,-0.061735593,2.19988185,2.668477284,1.742824261,2.079369127,Thraupidae,18.3,11.8,7.4,7.9,21.6,78.1,12.4,15.8,79.9,25.9,Human Modified,Omnivore,Omnivore,Insessorial,11.8,9.6,1.86514782,-1.634263073,LC,948,1.15E+13,-58.45708677,-7.118354468,Neotropical,22,1.433081146,0.73810248,n13_fe57_quanti,-22.568342,-47.504987
Tachyphonus coronatus,-0.744808655,-0.294046677,-0.10097858,-0.212036805,-0.493106425,-0.636130855,-0.449197042,Thraupidae,18.5,12.1,6.3,7.4,21.5,83.9,14.5,17.3,76.8,29.3,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.14720439,-1.067621808,LC,151,1.71E+12,-50.17435153,-23.23710584,Neotropical,24,5.18838644,0.202874472,n13_fe57_quanti,-22.568342,-47.504987
